CUS_ID,TRN_ID,VENDOR_ID,M_ENTITY,O_ENTITY,PROCESSING_DATE,SERVICE_DATE,TRANSACTION_DATE,ORDER_DATE,TRANSACTION_CODE,FEE_CURRENCY,BASE_CURRENCY,TARGET_CURRENCY,EXCHANGE_RATE,BASE_REVENUE,BASE_REVENUE_LOCAL,CALCULATION_FACTOR,CALCULATED_VALUE
193,9808,A,A,ZZ,2025-03-06,2025-07-09,2025-09-01,2025-04-22,X,,USD,GBP,0.79289,26.0,20.62,2,41.24
194,9807,A,A,ZZ,2025-01-29,2025-08-26,2025-01-12,2025-08-19,X,,USD,GBP,0.79289,280.0,222.01,3,666.03
195,9806,B,B,3B,2025-05-14,2025-03-20,2025-01-10,2025-02-16,Y,USD,USD,GBP,0.79289,181.0,143.51,2,287.02
196,9805,B,B,3B,2025-06-21,2025-03-15,2025-05-30,2025-06-19,X,,EUR,GBP,0.8276,59.0,48.83,2,97.66
197,9804,B,B,3B,2025-04-07,2025-07-19,2025-09-09,2025-06-18,X,,SEK,GBP,0.07201,11222.39,808.12,2,1616.24
198,9803,B,B,3B,2025-03-06,2025-02-19,2025-02-18,2025-06-21,X,,EUR,GBP,0.8276,317.46,262.73,2,525.46
199,9802,B,B,3B,2025-03-18,2025-07-19,2025-07-21,2025-05-30,X,,EUR,GBP,0.8276,242.5,200.69,2,401.38
200,9801,B,B,3B,2025-05-15,2025-07-11,2025-02-06,2025-02-05,Y,USD,USD,GBP,0.79289,10.56,8.37,2,16.74
201,9800,B,B,GK,2025-06-02,2025-01-07,2025-06-28,2025-05-01,X,,EUR,GBP,0.8276,58.7,48.58,2,97.16
202,9799,A,A,ZZ,2025-04-02,2025-04-04,2025-07-04,2025-06-13,X,,USD,GBP,0.79289,161.0,127.66,5,638.3
203,9798,B,B,3B,2025-02-13,2025-01-15,2025-02-26,2025-05-01,X,,EUR,GBP,0.8276,590.77,488.92,4,1955.68
204,9797,B,B,3B,2025-06-02,2025-05-24,2025-08-16,2025-03-04,X,,BRL,GBP,0.12891,3345.14,431.22,3,1293.66
205,9796,B,B,3B,2025-08-22,2025-07-21,2025-05-26,2025-04-21,Y,EUR,EUR,GBP,0.8276,29.0,24.0,2,48.0
206,9795,B,B,3B,2025-01-09,2025-02-10,2025-01-07,2025-08-21,X,,EUR,GBP,0.8276,1783.6,1476.11,4,5904.44
207,9794,B,B,3B,2025-03-25,2025-03-06,2025-04-19,2025-06-09,X,,USD,GBP,0.79289,158.49,125.67,3,377.01
208,9793,A,A,ZZ,2025-03-18,2025-09-12,2025-01-13,2025-02-10,X,,USD,GBP,0.79289,41.0,32.51,4,130.04
209,9792,B,B,3B,2025-02-09,2025-04-28,2025-06-19,2025-06-01,X,,INR,GBP,0.00933,96742.0,902.6,2,1805.2
210,9791,B,B,3B,2025-06-06,2025-06-26,2025-02-09,2025-07-07,X,,USD,GBP,0.79289,1036.49,821.82,3,2465.46
211,9790,B,B,3B,2025-08-11,2025-07-29,2025-08-02,2025-09-14,X,,EUR,GBP,0.8276,161.34,133.52,4,534.08
212,9789,A,A,3B,2025-08-21,2025-04-01,2025-05-17,2025-04-06,X,,USD,GBP,0.79289,2113.0,1675.38,5,8376.9
213,9788,B,B,3B,2025-06-20,2025-09-07,2025-08-29,2025-01-15,X,,EUR,GBP,0.8276,1292.91,1070.01,2,2140.02
214,9787,A,A,ZZ,2025-09-02,2025-03-30,2025-04-22,2025-04-12,X,,USD,GBP,0.79289,599.0,474.94,4,1899.76
215,9786,B,B,3B,2025-07-18,2025-01-02,2025-01-09,2025-09-05,X,,DZD,GBP,0.00586,15547.0,91.11,2,182.22
216,9785,B,B,3B,2025-07-03,2025-09-21,2025-03-03,2025-01-13,X,,EUR,GBP,0.8276,184.24,152.48,2,304.96
217,9784,B,B,3B,2025-01-13,2025-04-22,2025-03-02,2025-06-17,X,,USD,GBP,0.79289,366.02,290.21,2,580.42
218,9783,B,B,3B,2025-09-26,2025-04-25,2025-08-15,2025-02-09,X,,EUR,GBP,0.8276,291.0,240.83,2,481.66
219,9782,B,B,3B,2025-06-28,2025-03-07,2025-02-18,2025-02-25,Y,EUR,EUR,GBP,0.8276,35.0,28.97,2,57.94
220,9781,I,I,KA,2025-09-17,2025-09-05,2025-09-04,2025-01-30,X,,USD,EUR,0.95807,21.0,20.12,1,20.12
221,9780,B,B,3B,2025-06-29,2025-04-03,2025-01-12,2025-04-12,X,,EUR,GBP,0.8276,37.77,31.26,5,156.3
222,9779,B,B,3B,2025-05-12,2025-01-26,2025-08-21,2025-04-11,X,,CHF,GBP,0.88543,54.18,47.97,2,95.94
223,9778,B,B,3B,2025-08-02,2025-06-26,2025-01-10,2025-02-12,X,,ZAR,GBP,0.04344,28761.28,1249.39,2,2498.78
224,9777,B,B,3B,2025-05-09,2025-05-03,2025-03-13,2025-01-16,X,,EUR,GBP,0.8276,655.27,542.3,4,2169.2
225,9776,B,B,3B,2025-07-23,2025-01-20,2025-03-19,2025-06-05,X,,EUR,GBP,0.8276,36.21,29.97,2,59.94
226,9775,B,B,3B,2025-08-02,2025-08-28,2025-01-31,2025-04-18,X,,EUR,GBP,0.8276,54.94,45.47,2,90.94
227,9774,I,I,4M,2025-05-21,2025-09-27,2025-04-09,2025-04-13,X,,GBP,EUR,1.20833,82.38,99.54,1,99.54
228,9773,B,B,3B,2025-07-13,2025-06-09,2025-06-22,2025-07-06,Y,EUR,EUR,GBP,0.8276,80.0,66.21,2,132.42
229,9772,B,B,3B,2025-04-29,2025-03-12,2025-08-23,2025-02-03,X,,ZAR,GBP,0.04344,4264.5,185.25,2,370.5
230,9771,A,A,ZZ,2025-09-13,2025-06-26,2025-02-10,2025-07-13,X,,USD,GBP,0.79289,30.0,23.79,3,71.37
231,9770,B,B,GK,2025-05-21,2025-04-16,2025-02-10,2025-04-15,X,,EUR,GBP,0.8276,100.19,82.92,3,248.76
232,9769,B,B,3B,2025-03-01,2025-04-11,2025-06-20,2025-02-17,X,,EUR,GBP,0.8276,744.0,615.73,5,3078.65
233,9768,A,A,ZZ,2025-03-22,2025-09-02,2025-09-16,2025-06-16,X,,USD,GBP,0.79289,416.0,329.84,2,659.68
234,9767,B,B,3B,2025-05-21,2025-09-17,2025-04-25,2025-05-08,Y,EUR,EUR,GBP,0.8276,121.0,100.14,2,200.28
235,9766,B,B,3B,2025-05-04,2025-02-12,2025-08-08,2025-04-18,X,,USD,GBP,0.79289,1590.0,1260.7,2,2521.4
236,9765,B,B,3B,2025-01-01,2025-03-22,2025-03-25,2025-05-29,X,,EUR,GBP,0.8276,247.04,204.45,3,613.35
237,9764,B,B,3B,2025-09-02,2025-04-17,2025-07-24,2025-02-14,X,,EUR,GBP,0.8276,82.65,68.4,2,136.8
238,9763,B,B,3B,2025-07-14,2025-08-22,2025-09-22,2025-03-01,X,,INR,GBP,0.00933,27949.22,260.77,2,521.54
239,9762,A,A,7R,2025-02-15,2025-06-16,2025-03-13,2025-04-08,X,,USD,GBP,0.79289,3010.0,2386.6,5,11933.0
240,9761,B,B,3B,2025-09-10,2025-07-24,2025-07-03,2025-06-06,X,,EUR,GBP,0.8276,319.71,264.59,3,793.77
241,9760,B,B,3B,2025-06-08,2025-02-13,2025-07-13,2025-02-15,X,,USD,GBP,0.79289,1672.86,1326.39,4,5305.56
242,9759,B,B,3B,2025-09-09,2025-04-05,2025-08-09,2025-01-23,X,,DKK,GBP,0.11094,183.48,20.36,4,81.44
243,9758,B,B,3B,2025-06-17,2025-06-04,2025-01-06,2025-05-10,X,,EUR,GBP,0.8276,233.5,193.24,4,772.96
244,9757,A,A,ZZ,2025-02-18,2025-07-06,2025-04-23,2025-07-08,X,,USD,GBP,0.79289,233.0,184.74,2,369.48
245,9756,I,I,D0,2025-01-13,2025-06-19,2025-08-06,2025-06-09,X,,USD,EUR,0.95807,14.16,13.57,1,13.57
246,9755,B,B,3B,2025-04-15,2025-01-28,2025-08-28,2025-08-14,X,,EUR,GBP,0.8276,209.0,172.97,5,864.85
247,9754,B,B,3B,2025-06-02,2025-08-12,2025-06-25,2025-04-17,X,,USD,GBP,0.79289,1223.92,970.43,2,1940.86
248,9753,B,B,3B,2025-06-30,2025-07-22,2025-01-12,2025-02-11,X,,INR,GBP,0.00933,13739.02,128.19,2,256.38
249,9752,B,B,3B,2025-02-01,2025-03-18,2025-07-08,2025-07-23,Y,USD,USD,GBP,0.79289,14.17,11.24,2,22.48
250,9751,I,I,4M,2025-06-24,2025-05-19,2025-06-12,2025-08-04,X,,CZK,EUR,0.03981,2203.38,87.72,1,87.72
251,9750,B,B,3B,2025-07-31,2025-08-26,2025-08-08,2025-02-24,X,,CHF,GBP,0.88543,43.46,38.48,2,76.96
252,9749,B,B,3B,2025-03-14,2025-06-09,2025-01-30,2025-06-29,X,,HUF,GBP,0.00201,128800.0,258.89,2,517.78
253,9748,B,B,3B,2025-07-28,2025-05-28,2025-03-12,2025-03-14,X,,EUR,GBP,0.8276,221.0,182.9,5,914.5
254,9747,B,B,3B,2025-08-11,2025-04-22,2025-06-23,2025-04-15,X,,DKK,GBP,0.11094,305.35,33.88,2,67.76
255,9746,B,B,3B,2025-01-14,2025-09-22,2025-05-16,2025-02-03,X,,USD,GBP,0.79289,1286.94,1020.4,2,2040.8
256,9745,B,B,3B,2025-06-20,2025-05-15,2025-05-31,2025-06-19,X,,INR,GBP,0.00933,30594.28,285.44,2,570.88
257,9744,A,A,ZZ,2025-03-20,2025-09-06,2025-01-30,2025-05-29,X,,USD,GBP,0.79289,67.0,53.12,3,159.36
258,9743,B,B,3B,2025-01-21,2025-01-03,2025-03-03,2025-09-10,X,,USD,GBP,0.79289,285.28,226.2,2,452.4
259,9742,B,B,3B,2025-08-18,2025-03-07,2025-08-27,2025-01-19,X,,CHF,GBP,0.88543,479.55,424.61,5,2123.05
260,9741,B,B,3B,2025-05-27,2025-02-01,2025-05-29,2025-04-24,X,,CAD,GBP,0.55222,577.42,318.86,2,637.72
261,9740,B,B,3B,2025-02-15,2025-06-29,2025-03-04,2025-02-04,Y,USD,GHS,GBP,0.79289,180.0,142.72,5,713.6
262,9739,B,B,3B,2025-09-04,2025-09-25,2025-01-28,2025-09-27,X,,EUR,GBP,0.8276,74.86,61.95,2,123.9
263,9738,B,B,3B,2025-01-20,2025-07-11,2025-01-27,2025-03-23,X,,EUR,GBP,0.8276,233.61,193.34,2,386.68
264,9737,I,I,4M,2025-05-20,2025-07-20,2025-05-18,2025-01-07,X,,GBP,EUR,1.20833,22.0,26.58,1,26.58
265,9736,B,B,3B,2025-08-07,2025-04-08,2025-07-21,2025-07-30,X,,EUR,GBP,0.8276,262.5,217.25,2,434.5
266,9735,B,B,3B,2025-03-05,2025-02-12,2025-01-25,2025-05-27,X,,USD,GBP,0.79289,745.0,590.7,4,2362.8
267,9734,I,B,4M,2025-09-17,2025-05-18,2025-03-10,2025-04-06,Y,USD,EUR,GBP,0.79289,15.48,12.27,2,24.54
268,9733,B,B,3B,2025-09-07,2025-01-29,2025-07-13,2025-08-17,X,,USD,GBP,0.79289,4543.47,3602.47,2,7204.94
269,9732,A,A,ZZ,2025-05-12,2025-05-23,2025-01-19,2025-05-08,X,,USD,GBP,0.79289,381.0,302.09,5,1510.45
270,9731,B,B,3B,2025-03-17,2025-05-28,2025-03-09,2025-09-25,X,,CHF,GBP,0.88543,60.77,53.81,4,215.24
271,9730,B,B,3B,2025-08-05,2025-01-03,2025-02-17,2025-05-31,X,,USD,GBP,0.79289,967.62,767.22,2,1534.44
272,9729,B,B,3B,2025-08-08,2025-03-04,2025-07-07,2025-05-02,X,,HUF,GBP,0.00201,123595.42,248.43,4,993.72
273,9728,B,B,3B,2025-01-22,2025-06-23,2025-06-24,2025-07-19,X,,AUD,GBP,0.49761,51.2,25.48,2,50.96
274,9727,B,B,3B,2025-07-02,2025-03-30,2025-06-08,2025-04-23,X,,CHF,GBP,0.88543,64.72,57.31,3,171.93
275,9726,B,B,3B,2025-08-26,2025-04-12,2025-04-15,2025-06-10,X,,CZK,GBP,0.03295,3243.0,106.86,2,213.72
276,9725,B,B,3B,2025-08-25,2025-08-06,2025-03-03,2025-07-21,X,,EUR,GBP,0.8276,44.34,36.7,3,110.1
277,9724,B,B,ZZ,2025-03-21,2025-07-26,2025-07-21,2025-06-15,X,,USD,GBP,0.79289,152.39,120.83,2,241.66
278,9723,B,B,3B,2025-07-02,2025-07-20,2025-02-25,2025-01-13,X,,USD,GBP,0.79289,834.64,661.78,2,1323.56
279,9722,B,B,3B,2025-07-16,2025-05-03,2025-07-20,2025-04-23,X,,EUR,GBP,0.8276,106.5,88.14,2,176.28
280,9721,B,B,3B,2025-04-28,2025-06-18,2025-04-30,2025-07-12,X,,USD,GBP,0.79289,109.44,86.77,2,173.54
281,9720,B,B,3B,2025-01-15,2025-05-12,2025-03-04,2025-05-29,X,,EUR,GBP,0.8276,24.5,20.28,2,40.56
282,9719,A,A,ZZ,2025-09-16,2025-08-02,2025-07-14,2025-09-22,X,,USD,GBP,0.79289,256.0,202.98,4,811.92
283,9718,B,B,3B,2025-05-03,2025-08-16,2025-06-15,2025-02-05,X,,AED,GBP,0.21584,1990.0,429.52,4,1718.08
284,9717,A,A,ZZ,2025-06-09,2025-01-10,2025-02-19,2025-08-30,X,,USD,GBP,0.79289,218.0,172.85,5,864.25
285,9716,B,B,3B,2025-01-15,2025-01-19,2025-05-02,2025-08-06,X,,USD,GBP,0.79289,62.11,49.25,2,98.5
286,9715,B,B,3B,2025-02-25,2025-08-29,2025-03-23,2025-08-04,Y,CHF,CHF,GBP,0.88543,29.0,25.68,2,51.36
287,9714,A,A,ZZ,2025-04-22,2025-05-11,2025-07-08,2025-08-11,X,,USD,GBP,0.79289,75.0,59.47,2,118.94
288,9713,B,B,GK,2025-08-28,2025-01-25,2025-05-03,2025-06-13,X,,EUR,GBP,0.8276,119.74,99.1,4,396.4
289,9712,B,B,3B,2025-04-03,2025-04-17,2025-01-26,2025-07-22,Y,USD,USD,GBP,0.79289,8.89,7.05,2,14.1
290,9711,B,B,3B,2025-04-23,2025-02-17,2025-06-05,2025-03-23,X,,EUR,GBP,0.8276,140.35,116.15,2,232.3
291,9710,B,B,3B,2025-06-09,2025-05-12,2025-02-09,2025-04-12,X,,CHF,GBP,0.88543,203.39,180.09,2,360.18
292,9709,B,B,3B,2025-06-30,2025-01-21,2025-01-21,2025-03-19,X,,JPY,GBP,0.0051,28871.59,147.25,3,441.75
293,9708,B,B,3B,2025-09-11,2025-05-15,2025-08-02,2025-01-16,X,,EUR,GBP,0.8276,84.11,69.61,2,139.22
294,9707,A,A,ZZ,2025-09-18,2025-09-15,2025-03-30,2025-06-06,X,,USD,GBP,0.79289,61.0,48.37,3,145.11
295,9706,B,B,3B,2025-06-24,2025-01-31,2025-04-18,2025-06-29,X,,EUR,GBP,0.8276,308.79,255.55,5,1277.75
296,9705,B,B,3B,2025-05-27,2025-05-06,2025-01-26,2025-03-23,X,,USD,GBP,0.79289,380.26,301.5,2,603.0
297,9704,A,A,ZZ,2025-03-14,2025-02-09,2025-03-10,2025-05-29,X,,USD,GBP,0.79289,23.0,18.24,2,36.48
298,9703,B,B,3B,2025-02-10,2025-07-25,2025-08-15,2025-08-10,X,,EUR,GBP,0.8276,110.59,91.52,5,457.6
299,9702,A,A,ZZ,2025-07-28,2025-07-30,2025-01-07,2025-02-05,X,,USD,GBP,0.79289,201.0,159.37,5,796.85
300,9701,B,B,3B,2025-05-29,2025-05-08,2025-05-16,2025-03-06,X,,EUR,GBP,0.8276,98.5,81.52,2,163.04
301,9700,B,B,3B,2025-07-27,2025-01-18,2025-08-27,2025-08-07,X,,EUR,GBP,0.8276,268.91,222.55,3,667.65
302,9699,A,A,ZZ,2025-08-26,2025-01-19,2025-06-12,2025-06-24,X,,USD,GBP,0.79289,101.0,80.08,2,160.16
303,9698,B,B,3B,2025-04-13,2025-05-12,2025-09-12,2025-04-22,X,,USD,GBP,0.79289,464.12,368.0,2,736.0
304,9697,B,B,3B,2025-08-30,2025-06-28,2025-08-08,2025-03-02,X,,EUR,GBP,0.8276,129.45,107.13,2,214.26
305,9696,B,B,3B,2025-03-09,2025-08-20,2025-06-01,2025-07-18,X,,DKK,GBP,0.11094,857.0,95.08,2,190.16
306,9695,B,B,3B,2025-04-09,2025-08-26,2025-01-16,2025-01-24,Y,USD,USD,GBP,0.79289,78.0,61.85,2,123.7
307,9694,B,B,3B,2025-02-03,2025-09-25,2025-06-08,2025-03-10,X,,EUR,GBP,0.8276,171.0,141.52,2,283.04
308,9693,B,B,3B,2025-02-18,2025-04-16,2025-06-05,2025-09-19,X,,EUR,GBP,0.8276,156.26,129.32,3,387.96
309,9692,B,B,GK,2025-04-09,2025-05-21,2025-05-13,2025-08-29,X,,USD,GBP,0.79289,25.96,20.58,2,41.16
310,9691,B,B,7R,2025-04-07,2025-01-06,2025-09-02,2025-07-24,X,,AED,GBP,0.21584,1155.68,249.44,2,498.88
311,9690,A,A,ZZ,2025-05-04,2025-06-16,2025-06-06,2025-08-06,X,,USD,GBP,0.79289,20.0,15.86,5,79.3
312,9689,B,B,3B,2025-06-22,2025-05-31,2025-03-25,2025-07-04,X,,EUR,GBP,0.8276,78.94,65.33,2,130.66
313,9688,B,B,3B,2025-09-04,2025-01-09,2025-03-15,2025-08-11,Y,USD,USD,GBP,0.79289,92.0,72.95,2,145.9
314,9687,B,B,3B,2025-09-22,2025-05-31,2025-03-17,2025-03-26,Y,EUR,EUR,GBP,0.8276,28.0,23.17,2,46.34
315,9686,B,B,3B,2025-05-24,2025-08-24,2025-08-27,2025-02-14,X,,EUR,GBP,0.8276,405.5,335.59,2,671.18
316,9685,A,A,ZZ,2025-04-24,2025-07-08,2025-08-19,2025-08-18,X,,USD,GBP,0.79289,176.0,139.55,4,558.2
317,9684,B,B,3B,2025-03-27,2025-06-21,2025-04-01,2025-03-19,X,,CAD,GBP,0.55222,368.45,203.47,2,406.94
318,9683,B,B,3B,2025-08-06,2025-07-05,2025-07-08,2025-02-01,Y,USD,USD,GBP,0.79289,92.0,72.95,2,145.9
319,9682,B,B,3B,2025-02-27,2025-01-31,2025-07-16,2025-06-18,X,,EUR,GBP,0.8276,23.0,19.03,2,38.06
320,9681,B,B,3B,2025-01-08,2025-08-11,2025-09-27,2025-06-24,X,,EUR,GBP,0.8276,93.89,77.7,2,155.4
321,9680,B,B,3B,2025-03-18,2025-09-17,2025-03-18,2025-02-10,X,,USD,GBP,0.79289,406.86,322.6,2,645.2
322,9679,B,B,3B,2025-02-21,2025-07-06,2025-07-26,2025-07-02,X,,EUR,GBP,0.8276,258.81,214.19,2,428.38
323,9678,A,A,ZZ,2025-09-27,2025-03-01,2025-08-09,2025-04-28,X,,USD,GBP,0.79289,158.0,125.28,3,375.84
324,9677,B,B,3B,2025-04-13,2025-08-31,2025-05-18,2025-08-30,Y,EUR,EUR,GBP,0.8276,28.0,23.17,2,46.34
325,9676,B,B,3B,2025-06-21,2025-03-29,2025-09-20,2025-05-12,Y,SEK,SEK,GBP,0.07201,206.0,14.83,2,29.66
326,9675,B,B,3B,2025-03-29,2025-07-04,2025-01-25,2025-04-01,X,,DKK,GBP,0.11094,740.56,82.16,2,164.32
327,9674,B,B,3B,2025-01-12,2025-01-08,2025-08-03,2025-08-28,X,,HKD,GBP,0.10201,2320.0,236.66,2,473.32
328,9673,B,B,3B,2025-05-02,2025-01-16,2025-09-25,2025-06-01,X,,EUR,GBP,0.8276,90.5,74.9,5,374.5
329,9672,B,B,3B,2025-03-23,2025-08-10,2025-03-25,2025-08-02,X,,HKD,GBP,0.10201,2368.56,241.62,2,483.24
330,9671,I,I,4M,2025-03-23,2025-08-06,2025-07-08,2025-07-24,X,,CHF,EUR,1.06988,96.52,103.26,1,103.26
331,9670,B,B,3B,2025-06-16,2025-05-01,2025-02-13,2025-06-28,X,,EUR,GBP,0.8276,116.5,96.42,2,192.84
332,9669,B,B,3B,2025-04-18,2025-01-18,2025-03-02,2025-06-03,X,,INR,GBP,0.00933,33661.46,314.06,4,1256.24
333,9668,B,B,ZZ,2025-01-17,2025-09-01,2025-02-13,2025-02-27,X,,USD,GBP,0.79289,52.6,41.71,2,83.42
334,9667,B,B,3B,2025-08-10,2025-02-20,2025-06-07,2025-03-11,X,,DKK,GBP,0.11094,251.25,27.87,2,55.74
335,9666,A,A,ZZ,2025-03-19,2025-03-27,2025-06-09,2025-05-01,X,,USD,GBP,0.79289,190.0,150.65,5,753.25
336,9665,B,B,ZZ,2025-07-14,2025-01-08,2025-07-18,2025-04-03,X,,SEK,GBP,0.07201,18475.84,1330.45,3,3991.35
337,9664,B,B,3B,2025-04-26,2025-04-05,2025-03-15,2025-01-23,X,,INR,GBP,0.00933,157735.39,1471.67,2,2943.34
338,9663,B,B,3B,2025-06-10,2025-05-28,2025-08-31,2025-09-18,X,,USD,GBP,0.79289,596.99,473.35,2,946.7
339,9662,I,I,4M,2025-06-23,2025-07-13,2025-06-02,2025-05-19,X,,GBP,EUR,1.20833,98.5,119.02,4,476.08
340,9661,B,B,3B,2025-08-06,2025-06-15,2025-08-31,2025-04-30,X,,EUR,GBP,0.8276,160.5,132.83,3,398.49
341,9660,B,B,3B,2025-06-06,2025-05-12,2025-04-24,2025-06-17,X,,EUR,GBP,0.8276,180.5,149.38,4,597.52
342,9659,B,B,3B,2025-01-10,2025-06-04,2025-06-30,2025-07-22,X,,EUR,GBP,0.8276,482.5,399.32,2,798.64
343,9658,B,B,3B,2025-01-17,2025-09-02,2025-01-09,2025-05-26,X,,AED,GBP,0.21584,711.72,153.62,4,614.48
344,9657,B,B,3B,2025-04-07,2025-03-11,2025-01-22,2025-03-01,X,,USD,GBP,0.79289,311.52,247.0,2,494.0
345,9656,I,I,7V,2025-01-17,2025-01-21,2025-05-09,2025-03-15,X,,USD,EUR,0.95807,775.46,742.94,1,742.94
346,9655,B,B,3B,2025-03-03,2025-07-11,2025-04-24,2025-01-12,X,,EUR,GBP,0.8276,40.67,33.66,2,67.32
347,9654,B,B,3B,2025-07-29,2025-02-21,2025-02-20,2025-01-03,X,,EUR,GBP,0.8276,823.0,681.11,2,1362.22
348,9653,A,A,ZZ,2025-02-05,2025-01-29,2025-08-07,2025-08-08,X,,USD,GBP,0.79289,214.0,169.68,4,678.72
349,9652,B,B,3B,2025-08-09,2025-03-21,2025-06-11,2025-09-06,X,,EUR,GBP,0.8276,72.5,60.0,4,240.0
350,9651,A,A,ZZ,2025-05-23,2025-06-08,2025-09-20,2025-02-23,X,,USD,GBP,0.79289,336.0,266.41,3,799.23
351,9650,B,B,3B,2025-01-08,2025-08-15,2025-01-04,2025-08-23,Y,ZAR,GBP,GBP,0.04344,1627.95,70.72,2,141.44
352,9649,B,B,3B,2025-02-04,2025-01-02,2025-04-08,2025-03-12,X,,CHF,GBP,0.88543,135.45,119.93,2,239.86
353,9648,B,B,3B,2025-04-27,2025-03-05,2025-05-19,2025-05-10,Y,USD,USD,GBP,0.79289,101.0,80.08,3,240.24
354,9647,A,A,ZZ,2025-06-28,2025-09-16,2025-01-11,2025-03-01,X,,USD,GBP,0.79289,1923.0,1524.73,4,6098.92
355,9646,B,B,3B,2025-01-31,2025-02-02,2025-09-20,2025-03-13,X,,EUR,GBP,0.8276,32.56,26.95,2,53.9
356,9645,B,B,3B,2025-07-12,2025-05-22,2025-07-17,2025-03-27,Y,BHD,BHD,GBP,2.10819,51.0,107.52,2,215.04
357,9644,B,B,3B,2025-06-13,2025-06-17,2025-08-29,2025-09-11,X,,EUR,GBP,0.8276,103.5,85.66,2,171.32
358,9643,B,B,3B,2025-01-11,2025-02-22,2025-03-21,2025-04-11,X,,EUR,GBP,0.8276,116.84,96.7,2,193.4
359,9642,B,B,3B,2025-02-17,2025-07-02,2025-06-17,2025-01-03,X,,USD,GBP,0.79289,1449.56,1149.34,2,2298.68
360,9641,B,B,3B,2025-05-18,2025-03-11,2025-07-18,2025-02-14,X,,USD,GBP,0.79289,296.01,234.7,4,938.8
361,9640,I,B,4M,2025-06-27,2025-09-03,2025-04-30,2025-03-15,Y,USD,EUR,GBP,0.79289,92.74,73.53,5,367.65
362,9639,A,A,ZZ,2025-02-14,2025-04-22,2025-05-31,2025-07-07,X,,USD,GBP,0.79289,8.0,6.34,4,25.36
363,9638,B,B,3B,2025-08-11,2025-07-11,2025-02-03,2025-04-02,X,,EUR,GBP,0.8276,72.0,59.59,4,238.36
364,9637,B,B,3B,2025-01-12,2025-07-18,2025-02-19,2025-04-27,X,,CHF,GBP,0.88543,52.17,46.19,4,184.76
365,9636,B,B,3B,2025-04-09,2025-03-29,2025-06-06,2025-09-26,X,,ZAR,GBP,0.04344,2315.86,100.6,3,301.8
366,9635,B,B,3B,2025-02-26,2025-09-11,2025-05-18,2025-07-29,X,,EUR,GBP,0.8276,172.5,142.76,2,285.52
367,9634,B,B,3B,2025-02-06,2025-08-27,2025-07-01,2025-02-09,X,,EUR,GBP,0.8276,178.0,147.31,2,294.62
368,9633,B,B,3B,2025-06-12,2025-02-02,2025-08-27,2025-02-15,X,,EUR,GBP,0.8276,222.1,183.81,2,367.62
369,9632,B,B,3B,2025-04-23,2025-01-09,2025-06-01,2025-01-03,Y,CAD,CAD,GBP,0.55222,124.0,68.48,2,136.96
370,9631,B,B,3B,2025-02-22,2025-04-19,2025-01-01,2025-07-11,X,,EUR,GBP,0.8276,481.5,398.49,4,1593.96
371,9630,B,B,3B,2025-09-25,2025-08-30,2025-06-30,2025-04-06,X,,CHF,GBP,0.88543,119.89,106.15,4,424.6
372,9629,B,B,3B,2025-09-16,2025-05-20,2025-05-10,2025-02-21,X,,CZK,GBP,0.03295,3762.0,123.96,3,371.88
373,9628,B,B,3B,2025-01-26,2025-03-26,2025-09-03,2025-09-07,Y,ZAR,ZAR,GBP,0.04344,2505.0,108.82,2,217.64
374,9627,B,B,ZZ,2025-03-07,2025-06-12,2025-01-13,2025-05-19,X,,USD,GBP,0.79289,1570.0,1244.84,2,2489.68
375,9626,B,B,ZZ,2025-06-15,2025-07-12,2025-06-11,2025-05-28,X,,EUR,GBP,0.8276,1929.02,1596.46,4,6385.84
376,9625,B,B,3B,2025-02-16,2025-05-10,2025-01-21,2025-01-03,X,,USD,GBP,0.79289,951.79,754.66,3,2263.98
377,9624,B,B,3B,2025-04-30,2025-07-21,2025-09-16,2025-05-12,X,,USD,GBP,0.79289,779.72,618.23,3,1854.69
378,9623,B,B,3B,2025-09-21,2025-02-15,2025-05-27,2025-03-28,X,,EUR,GBP,0.8276,91.5,75.73,3,227.19
379,9622,B,B,3B,2025-02-25,2025-07-27,2025-02-05,2025-02-07,X,,EUR,GBP,0.8276,272.0,225.11,4,900.44
380,9621,B,B,3B,2025-07-06,2025-07-17,2025-03-17,2025-09-15,X,,EUR,GBP,0.8276,40.95,33.89,4,135.56
381,9620,B,B,3B,2025-06-24,2025-06-13,2025-03-26,2025-09-06,X,,USD,GBP,0.79289,146.85,116.44,2,232.88
382,9619,A,A,ZZ,2025-08-08,2025-07-20,2025-08-15,2025-08-15,X,,USD,GBP,0.79289,85.0,67.4,2,134.8
383,9618,B,B,3B,2025-01-12,2025-07-26,2025-06-01,2025-03-24,Y,CAD,CAD,GBP,0.55222,116.0,64.06,2,128.12
384,9617,B,B,3B,2025-03-26,2025-04-03,2025-09-18,2025-06-28,X,,NGN,GBP,0.00051,101357.6,51.69,2,103.38
385,9616,B,B,3B,2025-09-10,2025-02-24,2025-04-04,2025-01-05,X,,USD,GBP,0.79289,557.59,442.11,2,884.22
386,9615,A,A,ZZ,2025-09-19,2025-06-03,2025-03-04,2025-02-09,X,,USD,GBP,0.79289,507.0,402.0,3,1206.0
